job_title,text
Security Analyst,"ConsenSys is the leading Ethereum software company. We enable developers, enterprises, and people worldwide to build next-generation applications, launch modern financial infrastructure, and access the decentralized web. Our product suite, composed of Infura, Quorum, Codefi, MetaMask, and Diligence, serves millions of users, supports billions of blockchain-based queries for our clients, and has handled billions of dollars in digital assets. Ethereum is the largest programmable blockchain in the world, leading in business adoption, developer community, and DeFi activity. On this trusted, open source foundation, we are building the digital economy of tomorrow. To explore our products and solutions, visit http://consensys.net.About the role:This role will be a key position within our SOC where you will be tasked with proposing new security objectives, use cases, improvements and recommendations. As a senior member of the SOC you will set the standard for our Analyst Team, leading the development of processes, playbooks and runbooks to ensure an effective world class Security Operation.You will also support the SOC as an advanced escalation point identifying and addressing complex security incidents, and provide on-going in depth security insights and continuous improvement.Security is your passion — you keep up to date with the latest security trends, analyzing emerging events/vulnerabilities/exploits and getting your like minded colleagues around a table to investigate and respond to incidents that excite you.Responsibilities will include:Integrating multiple data streams and feeds from networks, infrastructure services, mission/business applications into a near, real-time dashboard for use in troubleshooting and security incident response activities.Provide expert level analysis and investigation of security related data from a wide range of security devices and customer environmentsInterpreting and acting on results from various security technologies including SIEM, IDS/IPS, Container Security, Cloud Security systems.Define detailed operational processes and procedures to analyze, escalate and support the remediation of critical security issuesDevelop automation to reduce response times and increase efficiency while reducing workloads and standardizing security incident response processesDevelop playbooks according to a standard incident response framework to respond to threats within customer environmentsRemain current on Cyber Security Trends and Intelligence with current countermeasures for Cyber Security vulnerabilities, exploits and other malicious activity in order to guide the security analysis and identification capability of the SOC TeamResearching potential items of risk, vulnerability and opportunities in the infrastructureProvide mentoring to your Security Analyst team membersProduce Technical Security Advisories of interest and benefit to internal partnersParticipating to 24/7 on-call duty serviceQualifications: 6+ years working with IT Security, specifically in a SOC environment.A deep understanding of incident response best practices and processesExperience working with security tools for the purposes of detection, diagnosis, containment and remediationFamiliar with defense methods and techniquesGood awareness of the cyber security landscape with a competent analytical mindset, malware analysis, root cause, threat intelligence, SOAR (Security Orchestration, Automation and Response), EDR (Endpoint Detection & Response)In-depth knowledge and experience managing security in a cloud environment including vulnerability management, protective monitoring, incident management and threat intelligenceWorking knowledge and understanding of the concepts of security compliance, assurance, risk, business continuity and disaster recovery, data protection and the main security standards (ISO2700x, CIS, NIST, SOC2 etc)Highly developed, process-oriented skills for troubleshooting, problem solving, and problem resolutionExperience with containerized environments and microservices, and in particular with container security and secrets management (Docker/Kubernetes/AKS)Scripting experience in Python/Bash/Go or equivalentExcellent verbal and written English skillsNice to have:Managing security in a multi-cloud environmentQualifications and certifications from information security bodies such as: GIAC, ISC2, ISACA, ISA, CompTIATechnological degree in Computer science or equivalentDon't check all of the boxes? Don't sweat it. We’re passionate about building a diverse team of humans and as such, if you think you've got what it takes to create a world-class infrastructure and tools function in our chaotic-but-fun, decentralised, remote-friendly, start-up environment—apply anyway. While we have a pretty good idea of what we need, we're ready for you to challenge our thinking on who needs to be in this role.ConsenSys is an equal opportunity employer. We encourage people from all backgrounds to apply. We are committed to ensuring that our technology is made available and accessible to everyone. All employment decisions are made without regard to race, color, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, genetic information, religion, disability, medical condition, pregnancy, marital status, family status, veteran status, or any other characteristic protected by law.ConsenSys is aware of fraudulent recruitment practices and we encourage all applicants to review our best practices to protect yourself which can be found here."
Junior Project Engineer Cyber Security ,"Job description: For our Engineering Center in Graz/Austria we are looking for a Project Engineer Cyber Security (m/f/d). In this function you are part of the Technical Area Electrics/Electronics. You support the development team to create a project which fulfils requirements regarding Cyber Security. Your Tasks    Analyse and evaluate specific customer project security requirements Execution of threat and risk analysis (TARA) on vehicle level Creation of Cyber Security Concept with Cyber Security Requirements Refine the general and architecture specific Cyber Security Requirements Supporting in questions regarding technical Cyber Security topics within the project  Your Responsibilities    Achieve an acceptable and aligned level of security for the vehicle Timely escalation of potential target deviations Create the TARA and CS Concept following the MS CS Engineering Process Ensure that the TARA and CS Concept status is up to date  Your Profile    Technical education (FH / TU) - IT, Electrical Engineering desirable Understanding of mechatronic systems Engineering skills Basic Knowledge of Automotive Bus systems (Ethernet, CAN, Lin…) Knowledge of most important attack vectors (desirable) Basic Knowledge of commonly used security architectures (desirable) Basic Knowledge of security standards (e.g. IEC 27001, ISO 21434, IEC 62443 ...) (desirable) Knowledge CVSS and different methods for Threat Assessment and Risk Analysis (will be teached for TARA) Basic knowledge of the analysis techniques FMEA, FTA, FMEDA (desirable)  Additional Information   With it’s my-life-program Magna Steyr Graz offers an extensive variety of attractive benefits and services such as child care, health programs, sports and leisure activities, discounts and reductions in everyday life as well as a profit participation program.    For this position the range of the monthly gross salary is between € 3.440 and € 3.570. Depending on the specific work experience a significant overpayment is applicable. Additionally a competitive travel allowance package will be provided. Our Contact   If you are interested in taking this opportunity and being part in a motivated team within an interesting work environment, we are looking forward to your online application. Please submit a covering letter, your CV and relevant certificates.   Contact:Mag.(FH) Maier KarinHR Management EngineeringMagna Steyr Fahrzeugtechnik AG & Co KG+43/664/8840 7176"
Product Marketing Manager Security & NaaS ,"Product Marketing Manager Security (f/m/d) @ A1 DigitalA1 Digital realizes digitalization projects together with businesses: The focus is on industry-specific applications in the Internet of Things (IoT), our cloud infrastructure platform Exoscale and security solutions for the cloud and IoT. With scalable services, A1 Digital is also an ideal partner for digital projects in medium-sized companies. As part of the A1 Telekom Austria Group and therefore also of América Móvil, the company can rely on the mature infrastructure of one of the world’s largest mobile network operators. Headquartered in Vienna and the German office in Munich, A1 Digital operates regional sales organizations and offers cloud solutions via data centers in Germany, Austria and Switzerland.Location: Vienna or MunichJob Purpose:Create & orchestrate our security product marketing activities focused on technical audiences to attract and win new customers for our security portfolio.What you do:Strengthen product differentiation, define new use cases and create product value proposition and messaging. Able to translate technical features into value prop (e.g. to create web landing page, product flyer or sales enablement materials)Strong alignment and collaboration with security marketing manager (focused on B2B audience) to align marketing programs. Align with Solution architects and engineers to identify new developments and security trends in the industry that have an impact on our technical audienceBenchmark with competition, create an overview of the cybersecurity ecosystem and feed back into engineering teams to improve product featuresProduct Marketing: creation & production of content and creative assets along the entire customer journey with the support of product specialists, marketing team and supporting agencies. Examples of those assets are business and technical whitepapers, customer references, social media & blog posts and print materials to support lead generation in the DACH regionSupport international expansion of our security portfolio into A1 footprint markets (e.g. Croatia, Bulgaria, Slovenia, Serbia, Macedonia, Belarus) by creating marketing support & materials for local teamsWhat you offer:2 - 3 years' experience in product marketing of (Cyber-) security related products or services Digital marketing native, experience in reaching technical audiences, e.g. IT Professionals.High level of self-motivation and proactivenessStrong skills to engage others while working in virtual & remote cross-functional teamsStrong project management skills, agile skills (e.g. SAFE) are a plusBusiness fluency in written/spoken English is a must, fluency in German highly recommended. Knowledge of Balcan/Eastern European language could be a plus.What makes you unique:Ability to speak the language of our technical audience.“Breathe” your security product, evangelize internally and externally.Passion for marketing of technical productsAmbition and drive for results What we offer:Flexible working hours, mobile working.Autonomous working conditions with a lot of freedom to create.Modern working atmosphere and centrally located office with great public transport connection.Constant learning with many possibilities and offers.Paid lunch break and cantina, extra holidays, employee rates and many further discounts.Team events as well as trainings and further education. The minimum annual gross salary for this position according to the current collective agreement is EUR 42.013,86. The actual annual salary depends on your skills and experience. We at A1 Digital are convinced that women with their ideas and way to work are indispensable for the success of our company and culture. That is why we encourage applications from women and, on equal qualification, prefer to fill this position with a woman."
Product Manager - Accounts ,"Working at Erste Group means pursuing a common goal and being enthusiastic about shared values. We always treat one another with respect, empathy, and understanding for our diverse backgrounds. This applies to our customers as well as to our employees.Erste Group was founded in 1819 as the first Austrian savings bank and today it is one of the largest banking groups in Central and Eastern Europe (CEE). As an attractive employer, Erste Group offers interesting career opportunities in an international environment.Corporate Products Accounts a. Payments is responsible for the product management of accounts, payments and cross-border electronic channels. We are a team of experts servicing Erste Group Bank AG, Erste Bank Oesterreich AG, the Austrian Savings banks, as well as working closely with the respective product managers from our Group member banks in CEE. Together we drive innovation.Your Tasks​​​​​​Develop and optimize innovative account products and servicesA key player in our international team developing solutions that meet our clients' needsAnalyze legal, compliance, security & risk impacts of new featuresWork in close cooperation with our IT development teams and management. In addition, you are the contact person in cooperation with internal and external partnersMonitor developments on the market and analyze their impact and importance for our corporate businessPrepare release communication material for internal stakeholders and external clients, and in addition any required material for decision-making bodiesYour Background​​​​​3+ years of experience as a product manager or product owner or consulterPreferably an academic degreeA deep understanding of corporate banking business as such and especially related to account topicsEnthusiasm for innovation, trends and customer experiencePro-active change supporter to improve the organization's effectiveness and performanceMotivation to work in a future-oriented and demanding environmentStrong team player & experience in working with and in intercultural teams (including cross cultural and hierarchical communication and analytical skills)Analytical thinking and problem solving orientedStrong communication and presentation skillsProficient in German and English. Any CEE language is an additional bonusOur OfferGreat opportunity to be part of an international, highly motivated and skilled team and participate in groupwide key initiatives. Possibility to contribute in further developing Erste’s Cash Management Strategy!New way of working with a flexible combination home office and Campus environmentTraining on the JobDiscover and enjoy the benefits of Erste Group The minimum wage for this full-time position in accordance with the collective agreement with complete fulfillment of the functional profile is EUR 36.514,-- gross per year. But this is just a formality - we would be happy to talk about your actual salary in person! We offer our employees the opportunity to divide their hours between working from home and at the office.Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin."
Sicherheitsdienst at TG-Security GmbH,"Das Familienunternehmen TG-Security GmbH mit Sitz in 8950 Stainach sucht ab Dezember Mitarbeiter (m/w/d) im Sicherheitsdienst.Wochenstunden nach Vereinbarung; geringfügig, Teil- oder Vollzeit.Fallweise und geringfügige für das ganze JahrWas wir Ihnen bieten:Überdurchschnittliche EntlohnungSehr gutes BetriebsklimaTop AusrüstungZahlung der RechtschutzversicherungMöglichkeiten zur fachlichenWeiterbildungAufgabenSämtliche Aufgaben in SicherheitsdienstQualifikationWas wir von Ihnen erwarten:Einwandfreier LeumundÖsterreichische oder EWRStaatsbürgerschaftPerfekte DeutschkenntnisseGepflegtes AuftretenBereitschaft zum selbständigen ArbeitenIdealerweise Führerschein Klasse B sowie Begeisterung für Wintersport (Skifahren, Snowboarden) wenn möglich.BenefitsSiehe Firmen ABC TG-Security GmbH SteiermarkWir freuen uns auf deine Bewerbung"
Unsolicited application,"Publish Date Apr 10, 2022LocationWien, Wien, AT-AustriaCompany AtosAbout AtosAtos is a global leader in digital transformation with over 110,000 employees in 73 countries and annual revenue of over € 11 billion. European number one in Cloud, Cybersecurity and High-Performance Computing, the Group provides end-to-end Orchestrated Hybrid Cloud, Big Data, Business Applications and Digital Workplace solutions. The group is the Worldwide Information Technology Partner for the Olympic & Paralympic Games and operates under the brands Atos, Atos Syntel, and Unify. Atos is a SE (Societas Europaea), listed on the CAC40 Paris stock index.The purpose of Atos is to help design the future of the information technology space. Its expertise and services support the development of knowledge, education as well as multicultural and pluralistic approaches to research that contribute to scientific and technological excellence. Across the world, the group enables its customers, employees and collaborators, and members of societies at large to live, work and develop sustainably and confidently in the information technology space.Unsolicited applicationAre you interested in our vacancies? On our careers page jobs.atos.net you will find many exciting positions in the core areas of managed services (fundamental renewal of IT infrastructure and business processes) , system integration (development of seamless business systems), consulting& technology services( renewal of companies through IT- based innovation) and Hi-Tech Transactional Services( further development of the business strategy through innovative processing solutions).Atos has several work areas that deal with overarching corporate tasks. These include the specialist functions sales/purchasing, marketing/ communications, human resources, administration, legal, finance, controlling as well as quality/risk/security and global innovation.You can search on our career’s website for suitable positions or either apply for this job advertisement and we will match your experience and expectations with the requirements of the open positions.Atos offers exciting tasks and challenges  Partial project management and management responsibility National and international projects Personal development prospectsYour profileDepending on the position, we expect A completed education (university degree / apprenticeship) Experience in project management and relevant professional experience in the field Experience in leading and guiding employees & virtual teams Intercultural experience Team player and doer Fluent in both German and English (verbal and written)Here at Atos, we want all of our employees to feel valued, appreciated, and free to be who they are at work. Our employee lifecycle processes are designed to prevent discrimination against our people regardless of gender identity or expression, sexual orientation, religion, ethnicity, age, neurodiversity, disability status, citizenship, or any other aspect which makes them unique. Across the globe, we have created a variety of programs to embed our Atos culture of inclusivity, and work hard to ensure that all of our employees have an equal opportunity to contribute and feel that they are exactly where they belong."
Doorman/Security für Nachtgastronomie at Thurs GmbH,"Wir sind ein aufstrebendes Unternehmen undsuchenSecurity Mitarbeiter / Doormanfür Bars und Clubs rund um den 1. sowie 22. Bezirk.AufgabenEinlasskontrollen und Umsetzung der vorgegebenen Anfoderungen der Club und Barbetreiber.Arbeitszeiten: Montag bis Samstag voraussichtlich ab18.00 Uhr.QualifikationDUBIST: volljährig, kontaktfreudig,redegewandt, flexibel, verlässlich, höflich, pünktlich, sportlich, gepflegt hast ein sicheresAuftreten und einen einwandfreien Leumund.Wenn du dichangesprochen fühlst, würden wir uns über eine Kontaktaufnahme freuen."
Network Security Specialist ,"Ihre Leidenschaft liegt im Netzwerk Security Bereich und Sie bringen bereits mehrjährige Erfahrung als Network Security Specialist (m/w/d) mit?Spaß an der Arbeit sowie offene Kommunikation ist Ihnen besonders wichtig und Sie warten nur noch auf die Möglichkeit endlich Ihr Können unter Beweis zu stellen?Dann präsentiere ich Ihnen hier genau die richtige Karriere-Chance für Sie:Network Security Specialist (m/w/d)Auf Sie wartet ein spannendes und herausforderndes Aufgabengebiet, in welchem Ihre Kenntnisse und Erfahrungen sowie Ihre Motivation gefragt sind und der Spaß an der Arbeit natürlich auch nicht zu kurz kommt.Sie erwartet ein Umfeld, in welchem Sie Projekte eigenständig umsetzen können, Sie Ihr Wissen einsetzen und auch weiterentwickeln können sowie Teamgeist groß geschrieben wird.Ihre Aufgaben Sie sind für die Implementierung sowie die Weiterentwicklung einer komplexen Netzwerk-Security Infrastruktur zuständigSie sind für die laufende Systempflege verantwortlich und stellen den Tagesbetrieb sicherSie übernehmen eigenständig spannende IT-Projekte (Aufbau IT Netzwerk Management, Übernahme Firewall Systeme uvm.)Sie fungieren als erster Ansprechpartner (m/w/d) für das Demand Management und nehmen Anforderungen aus den Fachbereichen von Kunden (m/w/d) entgegen.Sie sind für die Koordination betreffend externer Lieferanten sowie Dienstleister zuständigIhr ProfilErfolgreich abgeschlossene IT - Ausbildung (HTL, Lehre, FH) oder mehrjährige BerufserfahrungSie bringen mindestens 3 Jahre aktive Berufserfahrung im Bereich der IT Netzwerktechnik oder als IT Netzwerk Security Experte (m/w/d) mitSie verfügen über sehr gute Kenntnisse eines oder mehrerer Netzwerk-Betriebssysteme (bestenfalls Barracuda u./o. Cisco, HPE, HPE Aruba, Fortinet)Sie sind ein verlässlicher und belastbarer Teamplayer (m/w/d) mit starker Hands-On Mentalität, Eigenverantwortung sowie ausgeprägter ProblemlösungskompetenzSie verfügen über verhandlungssichere Deutschkenntnisse sowie gute EnglischkenntnisseWir bieten IhnenEine Vergütung von bis zu 70.000€ brutto/Jahr, in Abhängigkeit von Qualifikation und ErfahrungHybrides Arbeitszeitmodell ohne KernarbeitszeitenHome Office MöglichkeitKantine mit EssenszuschussZuschuss zum JobticketBetriebsarztZahlreiche fachliche & persönliche WeiterbildungsmöglichkeitenZahlreiche Firmenveranstaltungen (Sommerfest, Weihnachtsfeier, uvm.)Angenehmes Arbeitsklima sowie flache Hierarchien in einem stabilen und krisensicheren UnternehmensumfeldSind Sie interessiert?Dann senden Sie Ihre vollständigen Bewerbungsunterlagen für die Top-Position als Network Security Specialist (m/w/d) inkl. Lebenslauf (bestenfalls im Word-Format) an Frau Jasmin Frittum: j.frittum[at]computerfutures.at.Beziehen Sie sich dabei bitte auf die Stellenanzeige.Fragen zur Stelle beantworte ich gerne direkt unter +43 1 3950 715 21.Ich freue mich auf Ihre Bewerbung!"
Inside Sales Representative Security ,"Position:Inside Sales Representative Security (m/w/d)Job Description:DIE ZUKUNFT GEHÖRT IHNEN. DIE PERSPEKTIVEN BIETEN WIR.Arrow Electronics (www.arrow.com) ist ein globaler Anbieter von Produkten, Dienstleistungen und Lösungen für industrielle und gewerbliche Anwender von elektronischen Komponenten und Enterprise-Computing-Lösungen. Arrow dient als Lieferpartner für mehr als 150.000 Erstausrüster, Value Added Reseller, Vertragshersteller und kommerzielle Kunden über ein globales Netzwerk. Das Unternehmen unterhält mehr als 300 Vertriebs-Standorte und 45 Distributions- und Service-Zentren in über 80 Ländern. Arrow bedient unter anderem Märkte der Telekommunikation, Kommunikations-Systeme, Automobilindustrie, Medizintechnik, Industrietechnik und Unterhaltungselektronik. Seinen Kunden und Herstellern bietet Arrow Mehrwert in Form von spezialisierten Services und technischer Expertise entlang des gesamten Produkt-Lebenszyklus. Arrow ist ein Fortune-500 Unternehmen und hat 18.800 Mitarbeiter weltweit.Are You Five Years Out?Für unsere Niederlassung in Linz suchen wir eine/n Inside Sales Mitarbeiter/in (m/w/d) im Bereich SecurityIn Ihrem abwechslungsreichen Aufgabengebiet im Vertriebsinnendienst mit dem Schwerpunkt Security übernehmen Sie die aktive Betreuung eines definierten Kundenkreises für Hersteller wie Checkpoint, FireEye, Radware, Juniper, F5 und stehen diesem bei Fragen rund um unsere Produkte mit ihrem Fachwissen kompetent zur Seite. Sie unterstützen aktiv unsere Vertriebs- & Channel Partner in der Geschäftsentwicklung und bilden engen Schulterschluss mit dem Vertriebs- und Channel-Team unserer Hersteller.Aufgabengebiete:Erstellen und Nachverfolgen von AngebotenTelefonische Betreuung und Beratung unserer FachhandelspartnerWeiterentwicklung und Ausbau bestehender KundenUnterstützung der AußendienstmitarbeiterPreisverhandlungen und KonditionsfestlegungenErstellen von Potentialanalysen bei InteressentenAnforderungsprofil:Eine abgeschlossene kaufmännische oder technische Berufsausbildung, bevorzugt im IT-UmfeldAusgeprägte Kommunikationsfähigkeit und DienstleistungsorientierungSelbständige, eigenverantwortliche und strukturierte ArbeitsweiseGute Englischkenntnisse in Wort und SchriftVerhandlungsgeschick, Durchsetzungsvermögen und Spaß am VerkaufenTeamfähigkeit, hohe Zielorientierung, Flexibilität und BelastbarkeitIdealerweise Berufserfahrung als Sales/InsideSales Mitarbeiter im IT Channel VertriebWir bieten Ihnen:Ausgezeichnetes BetriebsklimaHochmotiviertes, engagiertes und erfahrenes TeamEntwicklungsmöglichkeiten innerhalb eines internationalen Unternehmenseine verantwortungsvolle, spannende Tätigkeit, auf die Sie durch eine ausführliche Einarbeitung intensiv vorbereitet werdensowie ein attraktives, leistungsabhängiges Einkommen, das Sie durch Ihren Einsatz und Ihren Erfolg entsprechend beeinflussen könnenMindestgehalt € 2.500. Wir bieten jedenfalls eine marktkonforme Überzahlung in Abhängigkeit von Qualifikation und Erfahrung.Es handelt sich um eine VOLLZEITBESCHÄFTIGUNG im Ausmaß von 38,5 Wochenstunden.Dienstgeber: Arrow ECS Internet Security AG, Freistädterstraße 236, 4040 LinzHaben wir Ihr Interesse geweckt?Nutzen Sie jetzt Ihre Chance in einem dynamischen Unternehmen mit Zukunft.Wir bieten Ihnen die Möglichkeit, sich in einem internationalen Umfeld vielseitig zu entwickeln.Unter #lifeatarrow können Sie außerdem einen ersten Blick hinter die Kulissen werfen.Besuchen Sie uns auch auf unserer Webseite und erfahren Sie mehr über uns: http://www.arrow.com/Hier gelangen Sie zu unseren aktuellen Kampagnen:http://company.arrow.com/whyisit/http://www.fiveyearsout.com/Wir freuen uns auf Ihre aussagekräftige Bewerbung, inklusive Lebenslauf, Zeugniskopien und Gehaltsvorstellung.Location:AT-Linz, Austria (Freistädter Straße)Time Type:Full timeJob Category:Sales"
Junior Cyber Security Consultant ,"Deine Persönlichkeit und Individualität machen den Unterschied! Im Team von Accenture steigern wir die unternehmerische Leistungsfähigkeit unserer Kunden und weisen ihnen den Weg ins digitale Zeitalter. So auch im Bereich Security: Hier stärken wir die Widerstandsfähigkeit unserer Kunden gegenüber Cyberrisiken. Wir identifizieren und bewerten Sicherheitslücken, entwickeln und implementieren Security-Strategien und beraten Kunden über alle Branchen hinweg zum optimalen Einsatz von Security-Lösungen.Das ist genau dein Ding? Dann lebe deine Leidenschaft in einer Position, in der du für weltweit aufgestellte Kunden unternehmens- und risikofokussierte Sicherheitsstrategien entwickelst.Das erwartet dichDu unterstützt das Team bei der Analyse, Gestaltung, Entwicklung und Implementierung neuer Cyber Security Strategien und abschließend in deren gesamten Umsetzung bis zum ProjektabschlussDu analysierst bestehende IT-Security Risiken und Security Incidents, erstellst Optimierungskonzepte für IT-Prozesse und Geschäftsabläufe und implementierst Sicherheitsmaßnahmen in verschiedenen Bereichen, um Cyberangriffe zu vermeidenDeine Arbeit fokussiert sich auf Lösungen und Konzepte in den folgenden Bereichen: Cyber Defence, Digital Identity, Security Operations, Risk and ComplianceDabei stehst du im kontinuierlichen Austausch mit Kunden und Vendoren und unterstützt bei Akquise und AngebotserstellungKurzum: Du arbeitest mit den neuesten Technologien um innovative Lösungen für komplexe Probleme zu finden!Wir leben Chancengleichheit und Vielfalt. Bewerbungen von Kandidat:innen mit Behinderung sind explizit erwünscht.Darauf freuen wir unsAbgeschlossenes technisches oder wirtschaftswissenschaftliches Studium (Bachelor oder Master)Erste Berührungspunkte mit bzw. Affinität zu IT-Security Themen (Cyber Defence, Digital Identity, Security Operations, Risk and Compliance)Leidenschaft und Kreativität in der Lösungsfindung, eine strukturierte, eigenverantwortliche Arbeitsweise sowie KommunikationsstärkeDer Wille, Verantwortung zu übernehmen, sich proaktiv in Projekten einzubringen und gemeinsam im Team Lösungen zu findenSehr gutes Deutsch und Englisch sowie eine dem Projektgeschäft entsprechende MobilitätDeine Vorteile bei AccentureFlexible Arbeitszeitmodelle, Arbeiten in Teilzeit und HomeofficeAttraktive Aus- und Weiterbildungsmöglichkeiten, sowie Spezialisierungsmöglichkeiten wie ZertifizierungenÜberstundenausgleichVerantwortungsvolle Tätigkeiten in abwechslungsreichen Projekten für nationale und internationale UnternehmenDen Zugriff auf den Wissens- und Erfahrungsschatz im globalen Accenture-NetzwerkDein KontaktDu hast Fragen? Dann wende dich an unser Recruiting Team per E-Mail an recruiting_austria@accenture.com.Basierend auf deiner persönlichen Leistung hast du bei uns die Möglichkeit, dein Jahreseinkommen aktiv positiv zu beeinflussen. Das Jahresbruttogehalt startet bei dieser Position bei € 44.000 Euro.Wir freuen uns auf deine Bewerbung!"
FH-Dozent*in Security Management ,"Mit mehr als 3.700 Studierenden in sechs Departments ist die Fachhochschule St. Pölten ein wesentlicher Player in der heimischen Hochschullandschaft und zudem einer der wichtigsten Arbeitgeber in der Region. Arbeiten an unserer Hochschule bedeutet vielfältige Gestaltungsmöglichkeiten, teamorientierte und abwechslungsreiche Zusammenarbeit sowie Raum für individuelle Weiterentwicklung und persönliches Wachstum. Unsere Fachhochschule wächst stetig.Wir suchen im Department Informatik und Security:FH-Dozent*in Security Management (40 h)Ihre AufgabenSie gestalten und setzen Lehrveranstaltungen in den Studiengängen selbstständig umSie betreuen Bachelor- und Masterarbeiten der StudierendenSie setzen Ihre Ideen in F&E Projekten umSie unterstützen bei der Organisation sowie strategischen und inhaltlichen Weiterentwicklung der Lehre im Department Sie wirken aktiv beim Kontaktaufbau und -pflege zu externen und internen Partner*innen mitIhr Angebot an unsMindestens abgeschlossenes Master- oder Diplomstudium im Bereich der Informatik (Doktorat von Vorteil)Mehrjährige Berufserfahrung im Bereich der InformationssicherheitSehr gute Kenntnisse im Security Managementbereich (Informationssicherheits-, Risikomanagement)Erfahrung im Aufbau oder Auditieren von ISMSGute Deutsch- und Englischkenntnisse in Wort und SchriftFreude an Lehre und Forschung, Teamfähigkeit, Flexibilität und kommunikative und didaktische KompetenzUnser Angebot an SieLangfristige Anstellung (40 h) mit flexibler Arbeitszeiteinteilung und Home OfficeZahlreiche Benefits wie Weiterbildung, internationaler Austausch, Parkplatz, Gesundheitsförderung etc. Ein Bruttojahresgehalt von mind. € 56.700,- (auf Basis 40 h) ist vorgesehen, die Bereitschaft zur Überzahlung abhängig von der beruflichen Qualifikation und Erfahrung ist gegebenMehr Informationen finden Sie auf unserer KarriereseiteFür die Fachhochschule St. Pölten ist die Vielfalt und Diversität ihrer Mitarbeiter*innen der Schlüssel zu Innovation, Erfolg und Weiterentwicklung. Bewerbungen qualifizierter Frauen sind besonders willkommen. Menschen mit Behinderungen werden bei gleicher Eignung bevorzugt. Bewerbungen von Menschen mit Migrationshintergrund sind ausdrücklich erwünscht. Wir freuen uns über Ihre Bewerbung!"
Inside Sales Representative,"Imagine a world dedicated to Security without Compromise. Synack, headquartered in Silicon Valley with regional offices around the world, protects leading global organizations by reducing companies’ security risk and increasing their resistance to cyber attack. How do we do this? By utilizing the world’s best and most trusted team of ethical hackers who test through our powerful and controlled platform to deliver real security without compromise.At Synack, we aren’t afraid to think outside the box or take on big challenges. Backed by top-tier venture capital firms including Kleiner Perkins Caufield & Byers, Microsoft, and Google Ventures, Synack's mission is to leverage global security talent coupled with advanced technology to help enterprises discover security vulnerabilities before they become business problems. Discover the possibilities at Synack!We are looking for a talented Inside Sales Representative at Synack. As an ISR, your goal is to identify, qualify, close new business, and maintain customer relationships. Sounds interesting? Keep reading...Location: This is a remote position, but you must reside in any of the following regions: UK, DACH, Nordics, or BeneluxHere’s what you'll doResearching, identifying, and generating new opportunities on a regular basis while selling Synack’s solutions with a consultative approach in a high energy environmentMethodically qualify, build, and manage an accurate sales funnel and pipelineStrategically build and navigate your book to close new business and grow existing accountsMaintaining a high volume of activity including outbound calls, emails, & social sellingSkillfully delivering web-based presentations using inside sales best practicesComfortably selling to VP & C-level executives, navigating through multiple decision makers in large complex orgsConsistently exceeding your quarterly and annual sales quotaThriving on change while remaining highly organized, optimistic, and coachableLearning, embracing, and implementing multiple sales strategies and methodologies to be successfulDriving to individually compete while still being a team playerHere’s what you’ll needFour year college degree or equivalent1+ years experience in full cycle sales. Must have prior experience closing dealsStrongly prefer German speaking - Good written and spoken German (minimally B2)Strong in-person, phone, and written customer communication skillsThe ability to make formal and informal presentations to staff and clientsCRM and sales tool experience (SFDC, Outreach, ZoomInfo etc.)Demonstrated success and consistency in achieving sales goalsMust have excellent verbal & written communication skillsMust be creative solutions thinker who can drive sales successMust be detail oriented and flexible Ready to join us?Synack is committed to embracing diversity. Our people are our strength. Each addition to our team is an opportunity to grow and diversify our ideas, experiences, and viewpoints. We strive to be inclusive of Race, Ethnicity, Religion, Sex, LGBTQ+, Veterans, Disabilities, and Age. Synack welcomes you!"
